171	59.3012820513	18.0235897436	1442	Upplagsvägen 10, 117 43 Stockholm, Sweden
172	59.3012820513	18.0279487179	1347	Årsta skolgränd 2-5, 117 43 Stockholm, Sweden
173	59.3012820513	18.0323076923	1295	Årstaskogs väg 10, 117 43 Stockholm, Sweden
174	59.3012820513	18.0366666667	1407	Svärdlångsvägen 21B, 120 60 Årsta, Sweden
175	59.3012820513	18.041025641	1464	Dellensvägen 35, 120 58 Årsta, Sweden
176	59.3012820513	18.0453846154	1507	Ottsjövägen 16, Årsta, Sweden
177	59.3012820513	18.0497435897	1593	Ottsjövägen 35, 120 59 Årsta, Sweden
178	59.3012820513	18.0541025641	1661	Sköntorpsvägen 101, 120 53 Årsta, Sweden
179	59.3012820513	18.0584615385	1626	Orrfjärdsgränd 36-38, 120 51 Årsta, Sweden
180	59.3012820513	18.0628205128	1571	Marviksvägen 10, 120 39 Årsta, Sweden
181	59.3012820513	18.0671794872	1435	Gullmarsvägen 74, 120 39 Årsta, Sweden
182	59.3012820513	18.0715384615	1451	Sundstabacken 14, 120 30 Stockholm, Sweden
183	59.3012820513	18.0758974359	1314	Sundstabacken 14, 120 30 Stockholm, Sweden
184	59.3012820513	18.0802564103	1183	Skanstullsbron, 120 39 Årsta, Sweden
185	59.3012820513	18.0846153846	1287	Hammarby allé 14, 120 32 Stockholm, Sweden
186	59.3012820513	18.088974359	1375	Textilgatan 40, 120 30 Stockholm, Sweden
187	59.3012820513	18.0933333333	1415	Virkesvägen 7, 120 30 Stockholm, Sweden
188	59.3012820513	18.0976923077	1519	Virkesvägen 21, 120 30 Stockholm, Sweden
189	59.3012820513	18.1020512821	1445	Hammarby Fabriksväg 54, 120 33 Stockholm, Sweden
190	59.3012820513	18.1064102564	N/A	N/A
191	59.3012820513	18.1107692308	1480	Hammarby Fabriksväg 109, 120 33 Stockholm, Sweden
192	59.3012820513	18.1151282051	1528	Sickla allé 4, 131 65 Nacka, Sweden
193	59.3012820513	18.1194871795	1608	Sickla allé 33, 131 65 Nacka, Sweden
194	59.3012820513	18.1238461538	1673	Sickla strand 68, 131 34 Nacka, Sweden
195	59.3012820513	18.1282051282	1755	Sickla sjöväg 3, 131 33 Nacka, Sweden
196	59.3012820513	18.1325641026	1839	Långsjövägen 18, 131 33 Nacka, Sweden
197	59.3012820513	18.1369230769	1883	Ältavägen 96, 131 33 Nacka, Sweden
198	59.3012820513	18.1412820513	1815	Nackanäsparken 7, 131 33 Nacka, Sweden
199	59.3012820513	18.1456410256	1887	Ältavägen 100, 131 33 Nacka, Sweden
200	59.3012820513	18.15	1918	Nacka kvarn, 131 33 Nacka, Sweden
201	59.3041025641	17.98	1949	Hägerstensvägen 237A, 129 35 Hägersten, Sweden
202	59.3041025641	17.9843589744	1889	Hägerstensvägen 227, 126 53 Hägersten, Sweden
203	59.3041025641	17.9887179487	1942	Typografvägen 6, 126 53 Hägersten, Sweden
204	59.3041025641	17.9930769231	1839	Hägerstensvägen 175A, 126 53 Hägersten, Sweden
205	59.3041025641	17.9974358974	1903	Fastlagsvägen 28, 126 47 Hägersten, Sweden
206	59.3041025641	18.0017948718	1834	Bäckvägen 34, 126 47 Hägersten, Sweden
207	59.3041025641	18.0061538462	1839	Främlingsvägen 31, 126 48 Hägersten, Sweden
208	59.3041025641	18.0105128205	1648	Tellusborgsvägen 39, 126 33 Hägersten, Sweden
209	59.3041025641	18.0148717949	1672	Tellusborgsvägen 27, 126 32 Hägersten, Sweden
210	59.3041025641	18.0192307692	1474	Essingeleden, 117 62 Stockholm, Sweden
211	59.3041025641	18.0235897436	1564	Nybodaringen 52, 117 62 Stockholm, Sweden
212	59.3041025641	18.0279487179	1390	Sjöviksbacken 26-40, 117 43 Stockholm, Sweden
213	59.3041025641	18.0323076923	1309	Sturehillsvägen 22-38, 117 43 Stockholm, Sweden
214	59.3041025641	18.0366666667	1223	Sturehillsvägen 46, 117 56 Stockholm, Sweden
215	59.3041025641	18.041025641	1319	Svärdlångsvägen 16, 120 60 Årsta, Sweden
216	59.3041025641	18.0453846154	1379	Svärdlångsvägen 20, 120 60 Årsta, Sweden
217	59.3041025641	18.0497435897	1454	Svärdlångsvägen 2X, 120 60 Årsta, Sweden
218	59.3041025641	18.0541025641	1508	Sköntorpsvägen 124, 120 53 Årsta, Sweden
219	59.3041025641	18.0584615385	1568	Årsta, Enskede-Årsta-Vantör, Stockholm, Sweden
220	59.3041025641	18.0628205128	1125	Anna Lindhagens väg, 118 59 Stockholm, Sweden
221	59.3041025641	18.0671794872	1142	Hammarby Slussväg 17, 118 60 Stockholm, Sweden
222	59.3041025641	18.0715384615	1081	Hammarby Slussväg 15, 118 60 Stockholm, Sweden
223	59.3041025641	18.0758974359	1077	Hammarby Slussväg 13, 118 60 Stockholm, Sweden
224	59.3041025641	18.0802564103	1202	Skansbrogatan 15, 118 60 Stockholm, Sweden
225	59.3041025641	18.0846153846	1352	Fredriksdalsgatan 6, 120 32 Stockholm, Sweden
226	59.3041025641	18.088974359	1333	Sjöfartsgatan 9, 120 62 Stockholm, Sweden
227	59.3041025641	18.0933333333	1359	Hammarby allé 91-93, 120 63 Stockholm, Sweden
228	59.3041025641	18.0976923077	1409	Hammarby allé 101, 120 64 Stockholm, Sweden
229	59.3041025641	18.1020512821	1328	Korphoppsgatan 40, 120 65 Stockholm, Sweden
230	59.3041025641	18.1064102564	1332	Sickla Kanalgata 42, 120 68 Stockholm, Sweden
231	59.3041025641	18.1107692308	1382	Vävar Johans gata 5, 120 68 Stockholm, Sweden
232	59.3041025641	18.1151282051	1384	Järlaleden, 131 65 Nacka, Sweden
233	59.3041025641	18.1194871795	1535	Järnvägsgatan, 131 34 Nacka, Sweden
234	59.3041025641	18.1238461538	1632	260, 131 34 Nacka, Sweden
235	59.3041025641	18.1282051282	1690	Järlaleden, 131 34 Nacka, Sweden
236	59.3041025641	18.1325641026	1650	260, 131 34 Nacka, Sweden
237	59.3041025641	18.1369230769	1774	Bergparksvägen 1, 131 33 Nacka, Sweden
238	59.3041025641	18.1412820513	1808	Fågelboparken 5, 131 33 Nacka, Sweden
239	59.3041025641	18.1456410256	1823	Winborgs väg 43, 131 60 Nacka, Sweden
240	59.3041025641	18.15	1872	Winborgs torg 1, 131 60 Nacka, Sweden
241	59.3069230769	17.98	1983	Selmedalsringen 15, 129 36 Hägersten, Sweden
242	59.3069230769	17.9843589744	1903	Margaretha Krooks Gata 4, 126 54 Hägersten, Sweden
243	59.3069230769	17.9887179487	1880	Hövdingagatan 37, 126 52 Hägersten, Sweden
244	59.3069230769	17.9930769231	1848	Hövdingagatan 17, 126 52 Hägersten, Sweden
245	59.3069230769	17.9974358974	1811	Sverkersgatan 1-5, 126 51 Hägersten, Sweden
246	59.3069230769	18.0017948718	1827	Erik Segersälls väg 12, 126 50 Hägersten, Sweden
247	59.3069230769	18.0061538462	1753	Husabyvägen 6-10, 126 50 Hägersten, Sweden
248	59.3069230769	18.0105128205	N/A	N/A
249	59.3069230769	18.0148717949	1614	Hägerstensvägen, 117 64 Stockholm, Sweden
250	59.3069230769	18.0192307692	1470	Hägerstensvägen, Stockholm, Sweden
251	59.3069230769	18.0235897436	1306	Södertäljevägen, 117 43 Stockholm, Sweden
252	59.3069230769	18.0279487179	1324	Fredsborgsgatan 5, 117 59 Stockholm, Sweden
253	59.3069230769	18.0323076923	1342	Sjövikskajen 14, 117 58 Stockholm, Sweden
254	59.3069230769	18.0366666667	1416	Årgångsgatan, Stockholm, Sweden
255	59.3069230769	18.041025641	1141	ÅRSTA HOLMAR 1, 118 42 Stockholm, Sweden
256	59.3069230769	18.0453846154	1112	Sockerbruksgränd 7-9, 118 42 Stockholm, Sweden
257	59.3069230769	18.0497435897	1175	Jägargatan 14, 118 67 Stockholm, Sweden
258	59.3069230769	18.0541025641	1215	Jägargatan 22, 118 67 Stockholm, Sweden
259	59.3069230769	18.0584615385	1089	Vickergatan 33, 118 61 Stockholm, Sweden
260	59.3069230769	18.0628205128	1045	Rapsgatan 3, 118 61 Stockholm, Sweden
261	59.3069230769	18.0671794872	1053	Timotejgatan 8, 118 59 Stockholm, Sweden
262	59.3069230769	18.0715384615	1031	Gräsgatan 2-4, 118 60 Stockholm, Sweden
263	59.3069230769	18.0758974359	1180	Söderledstunneln, 118 60 Stockholm, Sweden
264	59.3069230769	18.0802564103	1044	Östgötagatan 76, 116 64 Stockholm, Sweden
265	59.3069230769	18.0846153846	1076	Södermannagatan 61, 116 66 Stockholm, Sweden
266	59.3069230769	18.088974359	1131	Katarina Bangata 80C, 116 42 Stockholm, Sweden
267	59.3069230769	18.0933333333	1059	Norra Hammarbyhamnen, 116 43 Stockholm, Sweden
268	59.3069230769	18.0976923077	1141	Södra Hammarbyhamnen, Södermalm, Stockholm, Sweden
269	59.3069230769	18.1020512821	1275	Sickla Kanalgata 20, 120 67 Stockholm, Sweden
270	59.3069230769	18.1064102564	1187	Lugnets Allé 90, 120 68 Stockholm, Sweden
271	59.3069230769	18.1107692308	1231	Vävar Johans gata 27, 120 70 Stockholm, Sweden
272	59.3069230769	18.1151282051	1305	Uddvägen 11, 131 55 Stockholm, Sweden
273	59.3069230769	18.1194871795	1422	Värmdövägen 84, 131 34 Nacka, Sweden
274	59.3069230769	18.1238461538	1482	Alphyddestigen, 131 35 Nacka, Sweden
275	59.3069230769	18.1282051282	1615	Värmdövägen 83, 131 35 Nacka, Sweden
276	59.3069230769	18.1325641026	1620	Värmdövägen 97, 131 35 Nacka, Sweden
277	59.3069230769	18.1369230769	1669	Värmdövägen 97, 131 35 Nacka, Sweden
278	59.3069230769	18.1412820513	1789	Värmdövägen, 131 37 Nacka, Sweden
279	59.3069230769	18.1456410256	1841	Värmdövägen 117, Nacka, Sweden
280	59.3069230769	18.15	1916	Järla gårdsväg 10, 131 61 Nacka, Sweden
281	59.3097435897	17.98	1966	Selmedalsringen 26, 129 36 Hägersten, Sweden
282	59.3097435897	17.9843589744	2006	Aspudden, Hägersten-Liljeholmen, Stockholm, Sweden
283	59.3097435897	17.9887179487	1954	Örnbacken 26, 126 51 Hägersten, Sweden
284	59.3097435897	17.9930769231	1897	Sigurd Rings gata 9, 126 51 Hägersten, Sweden
285	59.3097435897	17.9974358974	1841	Torsten Alms gata 5, 126 51 Hägersten, Sweden
286	59.3097435897	18.0017948718	1865	Styrbjörnsvägen 19, 126 51 Hägersten, Sweden
287	59.3097435897	18.0061538462	1785	Alvastravägen 10, 126 50 Hägersten, Sweden
288	59.3097435897	18.0105128205	1718	Nybohovsbacken 68, 117 64 Stockholm, Sweden
289	59.3097435897	18.0148717949	1596	Nybohovsbacken 50, 117 64 Stockholm, Sweden
290	59.3097435897	18.0192307692	1551	Nybohovsbacken 36, 117 63 Stockholm, Sweden
291	59.3097435897	18.0235897436	1409	Liljeholmstorget 3, 117 61 Stockholm, Sweden
292	59.3097435897	18.0279487179	1246	Årstaängsvägen 21, 117 43 Stockholm, Sweden
293	59.3097435897	18.0323076923	1293	Årstaängsvägen 11A, 117 43 Stockholm, Sweden
294	59.3097435897	18.0366666667	1098	Tantogatan 85, 118 42 Stockholm, Sweden
295	59.3097435897	18.041025641	1091	Tantogatan 85, 118 42 Stockholm, Sweden
296	59.3097435897	18.0453846154	1088	Sockerbruksgränd 10, 118 42 Stockholm, Sweden
297	59.3097435897	18.0497435897	1134	Flintbacken 20, 118 42 Stockholm, Sweden
298	59.3097435897	18.0541025641	1196	Jägargatan 21-23, 118 67 Stockholm, Sweden
299	59.3097435897	18.0584615385	1046	Sjukhusbacken 6, 118 61 Stockholm, Sweden
300	59.3097435897	18.0628205128	964	Tideliusgatan 44, 118 69 Stockholm, Sweden
301	59.3097435897	18.0671794872	899	Grindsgatan 46, 118 57 Stockholm, Sweden
302	59.3097435897	18.0715384615	1006	Helgalunden 17, 118 58 Stockholm, Sweden
303	59.3097435897	18.0758974359	914	Götgatan 85, 118 62 Stockholm, Sweden
304	59.3097435897	18.0802564103	963	Bjurholmsgatan 20, 116 63 Stockholm, Sweden
305	59.3097435897	18.0846153846	937	Ringvägen 157, 116 31 Stockholm, Sweden
306	59.3097435897	18.088974359	954	Malmgårdsvägen 16-18, 116 38 Stockholm, Sweden
307	59.3097435897	18.0933333333	1027	Gaveliusgatan 6, 116 41 Stockholm, Sweden
308	59.3097435897	18.0976923077	962	Tegelviksgatan 38, 116 41 Stockholm, Sweden
309	59.3097435897	18.1020512821	1126	Jan Inghes Torg 46-48, 131 55 Stockholm, Sweden
310	59.3097435897	18.1064102564	1327	Värmdövägen, 131 55 Stockholm, Sweden
311	59.3097435897	18.1107692308	1524	Henriksdalsringen 58, 131 32 Nacka, Sweden
312	59.3097435897	18.1151282051	1580	Henriksdalsringen 81, 131 32 Nacka, Sweden
313	59.3097435897	18.1194871795	1367	Henriksdalsringen 103, 131 32 Nacka, Sweden
314	59.3097435897	18.1238461538	1374	Värmdöleden, 131 35 Nacka, Sweden
315	59.3097435897	18.1282051282	1424	Svindersviksvägen 15, 131 35 Nacka, Sweden
316	59.3097435897	18.1325641026	1720	Becksjudarvägen, 131 36 Nacka, Sweden
